institute_id,name,tlr,rpc,go,oi,perception,city,state,score,rank,Year
IR-E-C-36969,Coimbatore Institute of Technology,63.99,8.47,43.38,50.51,32.73,Coimbatore,Tamil Nadu,38.74,102,2021
IR-E-U-0190,Shoolini University of Biotechnology and Management Sciences,55.99,22.73,47.47,54.74,0,Solan,Himachal Pradesh,38.58,103,2021
IR-E-U-0056,Tezpur University,49.58,34.26,41.5,41.9,7.45,Tezpur,Assam,38.39,104,2021
IR-E-U-0460,Karunya Institute of Technology and Sciences,52.14,26.57,43.78,51.97,8.07,Coimbatore,Tamil Nadu,38.38,105,2021
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,46.9,17.04,66.48,53.57,4.9,Gwalior,Madhya Pradesh,38.33,106,2021
IR-E-U-0130,Dhirubhai Ambani Institute of Information and Communication Technology,50.12,11.09,71.67,48.81,6.19,Gandhinagar,Gujarat,38.2,107,2021
IR-E-U-0099,Guru Gobind Singh Indraprastha University,41.3,32.95,47.68,44.66,16.36,New Delhi,Delhi,37.93,108,2021
IR-E-C-16547,Sri Sairam Engineering College,55.56,11.27,58.93,57.83,2.17,Kancheepuram,Tamil Nadu,37.84,109,2021
IR-E-C-16626,Rajalakshmi Engineering College,64.13,4.96,56.15,53.93,3.56,Chennai,Tamil Nadu,37.71,110,2021
IR-E-U-0043,"Vignan's Foundation for Science, Technology and Research",57.75,15.85,49.23,56.26,1.46,Guntur,Andhra Pradesh,37.7,111,2021
IR-E-U-0445,B. S. Abdur Rahman Crescent Institute of Science and Technology,60.38,16.43,47.28,44.6,6.19,Chennai,Tamil Nadu,37.58,112,2021
IR-E-U-0373,Chitkara University,53.58,13.38,52.56,58.11,11.02,Rajpura,Punjab,37.5,113,2021
IR-E-U-0613,National Institute of Technology Manipur,61.1,14.77,42.18,58.89,3.56,Imphal,Manipur,37.45,114,2021
IR-E-C-43264,National Institute of Foundry and Forge Technology (NIFFT),67.07,4.72,53.71,45.16,5.55,Ranchi,Jharkhand,37.35,115,2021
IR-E-U-0367,Veer Surendra Sai University of Technology,53.46,22.16,46.3,47.1,6.83,Burla,Odisha,37.34,116,2021
IR-E-U-0143,Maharaja Sayajirao University of Baroda,56.48,14.79,52.46,50.11,4.23,Vadodara,Gujarat,37.3,117,2021
IR-E-U-0169,Manav Rachna International Institute of Research & Studies,57.82,6.21,58.38,52.21,11.59,Faridabad,Haryana,37.26,118,2021
IR-E-C-18886,Shri Ramdeobaba College of Engineering and Management,59.71,7.98,57.72,50.85,2.87,Nagpur,Maharashtra,37.22,119,2021
IR-E-U-0382,Punjab Technical University,63.62,32.28,16.04,46.24,5.55,Kapurthala,Punjab,37.15,120,2021
IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,55.8,19.82,39.47,65.05,0,Chennai,Tamil Nadu,37.09,121,2021
IR-E-I-1015,Vishwakarma Institute of Technology,56.71,5.43,63.65,48.32,6.19,Pune,Maharashtra,36.82,122,2021
IR-E-C-18154,University College of Engingeering,59.48,4.18,57.92,56.26,4.23,Kakinada,Andhra Pradesh,36.72,123,2021
IR-E-C-27058,Mepco Schlenk Engineering College,49.66,19.34,47.9,46.51,17.35,Sivakasi,Tamil Nadu,36.67,124,2021
IR-E-U-0491,"Vels Institute of Science, Technology & Advanced Studies (VISTAS)",57.36,21.44,42.16,41.95,3.56,Chennai,Tamil Nadu,36.63,125,2021
IR-E-U-0507,Dayalbagh Educational Institute,61.61,7.63,49.47,53.44,6.19,Agra,Uttar Pradesh,36.62,126,2021
IR-E-U-0175,YMCA University of Science & Tech (Formerely YMCA Institute of Engineering),59.79,6.05,55.73,50.04,6.83,Faridabad,Haryana,36.59,127,2021
IR-E-C-36975,Government College of Technology,51.56,9.16,55.01,49.5,23.7,Coimbatore,Tamil Nadu,36.54,128,2021
IR-E-U-0186,Jaypee University of Information Technology,47.14,21.27,55.23,46.01,3.56,Solan,Himachal Pradesh,36.53,129,2021
IR-E-C-18817,G. H. Raisoni College of Engineering,52.49,8.85,60.93,48.69,9.87,Nagpur,Maharashtra,36.46,130,2021
IR-E-C-50605,PSG Institute of Technology and Applied Research,60.8,2.1,55.86,49.86,13.78,Coimbatore,Tamil Nadu,36.41,131,2021
IR-E-C-27616,University College of Engineering,59.95,6.78,52.91,50.28,7.45,Hyderabad,Telangana,36.37,132,2021
IR-E-C-25622,Chaitanya Bharathi Institute of Technology,60.36,2.21,56.74,51.57,10.45,Hyderabad,Telangana,36.32,133,2021
IR-E-C-19754,SR University,62.51,6.49,41.74,62.54,8.07,Warangal,Telangana,36.11,134,2021
IR-E-C-19667,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,61.89,6.83,50.96,47.63,4.9,Hyderabad,Telangana,36.06,135,2021
IR-E-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur University,49.65,23.08,48.98,42.64,0.74,Nagpur,Maharashtra,35.95,136,2021
IR-E-C-37064,Sri Krishna College of Technology,54.45,8.12,60.34,47.44,3.56,Coimbatore,Tamil Nadu,35.94,137,2021
IR-E-C-1400,NMAM Institute of Technology,59.12,9.14,50.79,48.71,4.23,"Nitte, Udupi",Karnataka,35.93,138,2021
IR-E-C-1345,P E S College of Engineering,60.69,1.04,56.57,60.6,0,Mandya,Karnataka,35.89,139,2021
IR-E-C-42054,Army Institute of Technology,53.37,1.08,64.93,58.2,7.45,Pune,Maharashtra,35.89,139,2021
IR-E-C-1371,New Horizon College of Engineering,51.75,5.91,64.47,53.23,3.56,Bengaluru,Karnataka,35.87,141,2021
IR-E-C-19650,Vardhaman College of Engineering,53.07,8,55.81,48.64,15.35,Rangareddy,Telangana,35.87,141,2021
IR-E-C-33773,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,48.87,11.24,63.74,46.71,2.17,Mumbai,Maharashtra,35.67,143,2021
IR-E-C-6581,Puducherry Engineering College,50.19,14.63,56.41,34.53,14.83,Puducherry,Puducherry,35.66,144,2021
IR-E-U-0621,National Institute of Technology Puducherry,52.36,5.42,53.92,68.57,6.83,Karaikal,Puducherry,35.66,144,2021
IR-E-C-19747,Anurag University,55.78,2.62,52.86,60.28,14.31,Hyderabad,Telangana,35.55,146,2021
IR-E-C-10342,Chandigarh Engineering College,60.56,4.7,46.08,66.18,0,Sahibzada Ajit Singh Nagar,Punjab,35.42,147,2021
IR-E-S-8898,"National Institute of Food Technology, Entrepreneurship & Management",52.72,5.62,57.16,63.41,0.74,Sonipat,Haryana,35.35,148,2021
IR-E-C-18254,Yeshwantrao Chavan College of Engineering,56.1,7.1,55.05,52.36,0.74,Nagpur,Maharashtra,35.28,149,2021
IR-E-U-0938,Dr. Vishwanath Karad MIT World Peace University,61.8,6.18,50.16,48.25,0,Pune,Maharashtra,35.24,150,2021
IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies,56.25,7.13,52.07,55.33,2.17,Mumbai,Maharashtra,35.18,151,2021
IR-E-C-1336,BMS Institute of Technology & Management,49.99,4.88,59.32,54.59,13.24,Bengaluru,Karnataka,35.1,152,2021
IR-E-U-0146,Nirma University,52.02,13.43,51.68,45.95,4.9,Ahmedabad,Gujarat,35.07,153,2021
IR-E-U-0604,"Amity University, Gwalior",57.48,3.71,58.75,46.18,2.87,Gwalior,Madhya Pradesh,35.02,154,2021
IR-E-C-19607,CVR College Of Engineering,58.79,3.48,54.75,52.16,1.46,Ibrahimpatan,Telangana,35,155,2021
IR-E-C-8277,"Government Engineering College, Thrissur",60.69,3.88,50.29,51.95,2.87,Thrissur,Kerala,34.91,156,2021
IR-E-U-0223,"Jain University, Bangalore",48.96,18.52,44.87,54.32,0.74,Bengluru,Karnataka,34.72,157,2021
IR-E-U-0592,Maulana Abul Kalam Azad University of Technology,46.79,18.71,52.47,42.66,2.87,Nadia,West Bengal,34.7,158,2021
IR-E-C-19706,Institute of Aeronautical Engineering,50.17,14.51,49.88,49.39,2.87,Hyderabad,Telangana,34.61,159,2021
IR-E-U-0615,National Institute of Technology Arunachal Pradesh,59.59,9.94,41.8,51.5,2.17,Itanagar,Arunachal Pradesh,34.59,160,2021
IR-E-U-0685,Indira Gandhi Delhi Technical University for Women,43.09,8.82,65.36,54.48,4.23,Delhi,Delhi,34.52,161,2021
IR-E-U-0384,Sant Longowal Institute of Engineering & Technology,58.4,16.31,29.59,57.04,4.9,Longowal,Punjab,34.52,161,2021
IR-E-C-30153,"Silicon Institute of Technology (SIT), Bhubaneswar",55.5,3.07,54.5,59.17,0.74,Bhubaneswar,Odisha,34.46,163,2021
IR-E-C-37065,Kongu Engineering College,57.61,8,46.3,43.96,10.45,Perundurai,Tamil Nadu,34.38,164,2021
IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,55.87,5.71,52.63,49.43,4.23,Hyderabad,Telangana,34.36,165,2021
IR-E-U-0443,Annamalai University,59.64,25.05,21.64,30.19,14.83,Annamalainagar,Tamil Nadu,34.23,166,2021
IR-E-U-0535,Rajiv Gandhi Institute of Petroleum Technology,58.91,7.14,49.49,42.47,2.17,Amethi,Uttar Pradesh,34.18,167,2021
IR-E-C-1352,Nitte Meenakshi Institute of Technology,57.43,4.88,50.31,51.73,2.17,Bengaluru,Karnataka,34.14,168,2021
IR-E-C-6192,Institute of Engineering & Management,50.66,9.34,44.8,67.09,4.23,Kolkata,West Bengal,34.09,169,2021
IR-E-C-16614,R.M.K. Engineering College,54.45,3.25,55.6,52.39,3.56,Thiruvallur,Tamil Nadu,34.04,170,2021
IR-E-I-1093,Noida Institute of Engineering & Technology,52.45,1.37,57.5,48.67,14.83,Greater Noida,Uttar Pradesh,33.99,171,2021
IR-E-U-0454,Hindustan Institute of Technology and Science (HITS),48.41,17.65,44.02,46.84,6.83,Chennai,Tamil Nadu,33.98,172,2021
IR-E-C-42227,Dr. D. Y. Patil Institute of Technology,53.67,0.46,60.1,51.72,5.55,Pune,Maharashtra,33.98,172,2021
IR-E-U-0376,Guru Nanak Dev University,24.31,32.53,56.36,46.22,10.45,Amritsar,Punjab,33.98,172,2021
IR-E-C-37089,Sri Ramakrishna Engineering College,54.46,6.83,50.09,45.1,10.45,Coimbatore,Tamil Nadu,33.96,175,2021
IR-E-C-46111,KIET Group of Institutions,57.83,4.54,53.35,44.67,0,Ghaziabad,Uttar Pradesh,33.85,176,2021
IR-E-U-0643,Galgotias University,54.08,8.46,49.47,49.18,2.17,Gautam Budh Nagar,Uttar Pradesh,33.79,177,2021
IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,54.41,8.15,46.79,52.53,3.56,Vijayawada,Andhra Pradesh,33.73,178,2021
IR-E-U-0541,Sharda University,52.08,10.44,41.15,54.55,12.15,Greater Noida,Uttar Pradesh,33.64,179,2021
IR-E-U-0854,KLE Technological University,54.63,6.75,50.42,48.01,2.87,Dharwad,Karnataka,33.58,180,2021
IR-E-C-36143,Shri G. S. Institute of Technology & Science,52.93,3.8,55.1,48.3,6.19,Indore,Madhya Pradesh,33.49,181,2021
IR-E-U-0046,North Eastern Regional Institute of Science & Technology,60.11,11.98,34.94,43.51,4.23,Itanagar,Arunachal Pradesh,33.38,182,2021
IR-E-C-16537,St. Josephs College of Engineering,51.5,10.67,50.71,45.66,0,Kancheepuram,Tamil Nadu,33.36,183,2021
IR-E-C-36022,Lakshmi Narain College of Technology,51.79,1.86,57.61,55.45,0.74,Bhopal,Madhya Pradesh,33.23,184,2021
IR-E-U-0353,Centurion  University  of Technology and Management,52.52,3.79,54.32,53.05,0.74,Paralakhemundi,Odisha,33.14,185,2021
IR-E-I-1356,Rabindranath Tagore University,56.04,1.76,47.95,61.42,0,Raisen,Madhya Pradesh,33.07,186,2021
IR-E-U-0616,National Institute of Technology Uttarakhand,57.07,12.26,42.75,35.71,1.46,Srinagar (Garhwal),Uttarakhand,33.07,186,2021
IR-E-C-1412,JSS Science and Technology University,50.71,4.3,53.39,49.93,8.68,Mysuru,Karnataka,33.04,188,2021
IR-E-C-16560,Easwari Engineering College,51.44,2.41,56.66,48.49,4.23,Chennai,Tamil Nadu,32.75,189,2021
IR-E-I-1033,International Institute of Information Technology Bhubaneswar,42.3,12.58,54.47,49.64,4.23,Bhubaneswar,Odisha,32.73,190,2021
IR-E-C-27089,National Engineering College,56.42,5.8,45.79,46.72,1.46,Kovilpatti,Tamil Nadu,32.64,191,2021
IR-E-C-37028,Sona College of Technology,53.68,4.16,49.5,48.67,4.9,Salem,Tamil Nadu,32.61,192,2021
IR-E-C-1406,C M R Institute of Technology,55.56,4.14,46.07,52.22,2.17,Bengaluru,Karnataka,32.56,193,2021
IR-E-C-46239,G.L.Bajaj Institute of Technology and Management,57.13,3.72,47.78,47.32,0,Greater Noida,Uttar Pradesh,32.55,194,2021
IR-E-U-0774,DIT University,50.14,7.09,48.53,55.03,1.46,Dehradun,Uttarakhand,32.53,195,2021
IR-E-C-1438,The National Institute of Engineering,53.79,2.33,51.03,50.48,4.23,Mysuru,Karnataka,32.52,196,2021
IR-E-C-33584,K. J. Somaiya College of Engineering,52.22,3.33,58.94,38.08,2.17,Mumbai,Maharashtra,32.48,197,2021
IR-E-C-27400,Kakatiya Institute of Technology & Science,55.8,1.64,49.13,49.25,4.9,Warangal,Telangana,32.48,197,2021
IR-E-C-11015,Walchand College of Engineering,48.25,4.54,56.11,47.93,6.19,Sangli,Maharashtra,32.46,199,2021
IR-E-U-0037,Sri Venkateswara University,41.76,25.59,37.58,43.31,3.56,Tirupati,Andhra Pradesh,32.42,200,2021
IR-E-U-0456,Indian Institute of Technology Madras,94.61,97.66,80.42,62.85,100,Chennai,Tamil Nadu,90.04,1,2022
IR-E-I-1074,"Indian Institute of Technology, Delhi",86.94,96.01,83.42,68.56,96.92,New Delhi,Delhi,88.12,2,2022
IR-E-U-0306,"Indian Institute of Technology, Bombay",87.53,90.82,79.19,57.37,88.7,Mumbai,Maharashtra,83.96,3,2022
IR-E-I-1075,Indian Institute of Technology Kanpur,87.95,79.98,89.7,59.47,83.01,Kanpur,Uttar Pradesh,82.56,4,2022
IR-E-U-0573,"Indian Institute of Technology, Kharagpur",79.21,84.6,80.91,53.08,82.63,Kharagpur,West Bengal,78.89,5,2022
IR-E-U-0560,"Indian Institute of Technology, Roorkee",75.98,78.11,90.13,63.09,61.36,Roorkee,Uttarakhand,76.7,6,2022
IR-E-U-0053,Indian Institute of Technology Guwahati,75.89,72.89,84.64,56.9,57.15,Guwahati,Assam,72.98,7,2022
IR-E-U-0467,"National Institute of Technology, Tiruchirappalli",76.39,58.44,79.17,64.48,64.38,Tiruchirappalli,Tamil Nadu,69.17,8,2022
IR-E-U-0013,Indian Institute of Technology Hyderabad,80.31,59.89,72.4,54.85,59.96,Hyderabad,Telangana,68.03,9,2022
IR-E-U-0237,"National Institute of Technology Karnataka, Surathkal",72.86,56.42,77.7,63.89,53.24,Surathkal,Karnataka,66.04,10,2022
IR-E-U-0575,Jadavpur University,71.38,64.42,78.12,52.34,40.97,Kolkata,West Bengal,65.68,11,2022
IR-E-U-0490,Vellore Institute of Technology,62.54,73.3,69.45,59.27,49.6,Vellore,Tamil Nadu,65.53,12,2022
IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,62.62,57.26,81.72,56.06,55.89,Varanasi,Uttar Pradesh,63.51,13,2022
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),68.7,65.37,71.17,54.35,36.23,Dhanbad,Jharkhand,63.5,14,2022
IR-E-U-0357,National Institute of Technology Rourkela,73.39,59.45,71.8,57.08,24.43,Rourkela,Odisha,62.36,15,2022
IR-E-U-0273,Indian Institute of Technology Indore,76.28,56.75,70.38,52.48,24.43, Indore,Madhya Pradesh,61.68,16,2022
IR-E-U-0439,Anna University,64.33,64.59,57.8,48.87,62.83,Chennai,Tamil Nadu,61.41,17,2022
IR-E-U-0308,Institute of Chemical Technology,76.45,56.98,69.53,54.58,19.95,Mumbai,Maharashtra,61.4,18,2022
IR-E-U-0436,Amrita Vishwa Vidyapeetham,68.97,58.64,61.4,61.738,41.78,Coimbatore,Tamil Nadu,60.92,19,2022
IR-E-U-0184,"Indian Institute of Technology, Mandi",75.77,44.05,77.55,67.16,22.57,Mandi,Himachal Pradesh,60.43,20,2022
IR-E-U-0025,National Institute of Technology Warangal,73.99,45.7,75.11,54.91,35.77,Warangal,Telangana,60,21,2022
IR-E-U-0378,Indian Institute of Technology Ropar,81.07,38.79,68.76,63.67,30.87,Rupnagar,Punjab,59.16,22,2022
IR-E-U-0139,"Indian Institute of Technology, Gandhinagar",80.19,39.08,64.63,60.47,35.07,Gandhinagar,Gujarat,58.27,23,2022
IR-E-U-0473,S.R.M. Institute of Science and Technology,61.2,59.21,67.17,61.76,22.89,Chennai,Tamil Nadu,58.02,24,2022
IR-E-U-0497,Amity University,69.95,62.19,55.67,57.33,12.19,Gautam Budh Nagar,Uttar Pradesh,57.73,25,2022
IR-E-U-0108,"Jamia Millia Islamia, New Delhi",59.54,57.45,73.54,60.94,16.07,New Delhi,Delhi,57.51,26,2022
IR-E-U-0363,Siksha `O` Anusandhan,75.94,40.02,68.72,69.54,19.95,Bhubaneswar,Odisha,57.48,27,2022
IR-E-I-1480,Thapar Institute of Engineering and Technology,59.52,56.97,71.19,54.55,25.33,Patiala,Punjab,57.18,28,2022
IR-E-U-0391,Birla Institute of Technology & Science - Pilani,60.85,46.28,78.27,54.19,36.91,Pilani,Rajasthan,56.9,29,2022
IR-E-U-0395,Indian Institute of Technology Jodhpur,78.42,34.93,74.41,66.44,11.78,Jodhpur,Rajasthan,56.7,30,2022
IR-E-U-0263,"National Institute of Technology, Calicut",67.13,36.31,76.86,63.72,38.88,Kozhikode,Kerala,56.66,31,2022
IR-E-U-0334,"Visvesvaraya National Institute of Technology, Nagpur",66.39,48.86,75.65,53.15,16.07,Nagpur,Maharashtra,56.62,32,2022
IR-E-U-0064,"Indian Institute of Technology, Patna",71.45,47.78,62.39,51.47,27.92,Patna,Bihar,56.19,33,2022
IR-E-U-0577,National Institute of Technology Durgapur,67.61,43.31,72.76,57.76,21.61,Durgapur,West Bengal,55.76,34,2022
IR-E-U-0098,Delhi Technological University,68.97,34.77,73.66,56.16,42.38,New Delhi,Delhi,55.65,35,2022
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,70.09,36.9,70,60.78,29.29,Bhubaneswar,Odisha,55.11,36,2022
IR-E-U-0496,Aligarh Muslim University,70.9,53.82,57,42.37,16.43,Aligarh,Uttar Pradesh,54.7,37,2022
IR-E-U-0055,"National Institute of Technology, Silchar",65.48,48,66.8,57.58,14.56,Silchar,Assam,54.63,38,2022
IR-E-U-0458,Kalasalingam Academy of Research and Education,73.6,32.26,64.82,74.34,24.73,Srivilliputtur,Tamil Nadu,54.62,39,2022
IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",60.11,48.02,67.41,48.26,38.23,Howrah,West Bengal,54.57,40,2022
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,70.02,40.16,67.29,55.94,12.59,Thanjavur,Tamil Nadu,53.36,41,2022
IR-E-U-0356,Kalinga Institute of Industrial Technology,70.26,35.75,58.51,76.96,18.58,Bhubaneswar,Odisha,53.06,42,2022
IR-E-U-0255,Indian Institute of Space Science and Technology,75.78,25.34,62.6,61.97,33.15,Thiruvananthapuram,Kerala,52.37,43,2022
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),70.08,44.81,52.73,56.17,12.99,Vaddeswaram,Andhra Pradesh,51.93,44,2022
IR-E-U-0747,Chandigarh University,75.92,24.84,52.44,79.48,30.61,Mohali,Punjab,51.73,45,2022
IR-E-U-0410,Malaviya National Institute of Technology,62.58,46.35,62.2,55.14,10.53,Jaipur,Rajasthan,51.69,46,2022
IR-E-U-0530,Motilal Nehru National Institute of Technology,59.01,37.98,75.22,52.14,18.23,Prayagraj,Uttar Pradesh,51.17,47,2022
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,63.78,37.32,63.41,52.63,22.25,Kancheepuram,Tamil Nadu,50.5,48,2022
IR-E-U-0249,Visvesvaraya Technological University,72.06,40.88,52.12,52.47,6.54,Belgaum,Karnataka,50.2,49,2022
IR-E-U-0172,National Institute of Technology Kurukshetra,57.73,43.66,63.35,55.33,14.94,Kurukshetra,Haryana,50.11,50,2022
IR-E-U-0379,Lovely Professional University,65.51,36.85,51.86,67.5,17.52,Phagwara,Punjab,49.58,51,2022
